,Draft_Year,Rk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG_PERC,3P_PERC,FT_PERC_per_Game,MP_per_Game,PTS_per_Game,TRB_per_Game,AST_per_Game,WS,WS_per_48,BPM,VORP
1217,2015,58.0,PHI,J.P. Tokoto,University of North Carolina,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1218,2015,59.0,ATL,Dimitrios Agravanis,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1219,2015,60.0,PHI,Luka Mitrovic,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1220,2016,1.0,PHI,Ben Simmons,Louisiana State University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1221,2016,2.0,LAL,Brandon Ingram,Duke University,1,64,1820,532,262,129,0.377,0.301,0.628,28.4,8.3,4.1,2.0,-0.6,-0.016,-4.5,-1.1
1222,2016,3.0,BOS,Jaylen Brown,University of California,1,60,1002,388,172,45,0.451,0.341,0.685,16.7,6.5,2.9,0.8,1.2,0.057,-4.1,-0.5
1223,2016,4.0,PHO,Dragan Bender,,1,38,481,121,82,17,0.371,0.321,0.375,12.7,3.2,2.2,0.4,-0.1,-0.012,-3.8,-0.2
1224,2016,5.0,MIN,Kris Dunn,Providence College,1,58,960,208,124,142,0.373,0.28800000000000003,0.585,16.6,3.6,2.1,2.4,0.1,0.003,-2.7,-0.2
1225,2016,6.0,NOP,Buddy Hield,University of Oklahoma,1,63,1308,567,184,81,0.406,0.38,0.87,20.8,9.0,2.9,1.3,0.5,0.019,-3.8,-0.6
1226,2016,7.0,DEN,Jamal Murray,University of Kentucky,1,63,1268,559,155,116,0.39,0.32799999999999996,0.8740000000000001,20.1,8.9,2.5,1.8,0.7,0.026000000000000002,-3.2,-0.4
1227,2016,8.0,SAC,Marquesse Chriss,University of Washington,1,64,1253,515,228,41,0.43799999999999994,0.316,0.612,19.6,8.0,3.6,0.6,1.2,0.046,-1.8,0.1
1228,2016,9.0,TOR,Jakob Poeltl,University of Utah,1,36,360,76,92,9,0.5,0.0,0.5329999999999999,10.0,2.1,2.6,0.3,0.7,0.095,-1.4,0.1
1229,2016,10.0,MIL,Thon Maker,,1,37,302,130,61,9,0.433,0.43799999999999994,0.655,8.2,3.5,1.6,0.2,0.7,0.105,-2.5,0.0
1230,2016,11.0,ORL,Domantas Sabonis,Gonzaga University,1,64,1342,385,234,65,0.41,0.313,0.659,21.0,6.0,3.7,1.0,0.6,0.021,-4.8,-1.0
1231,2016,12.0,UTA,Taurean Prince,Baylor University,1,40,470,150,91,27,0.382,0.304,0.857,11.8,3.8,2.3,0.7,0.4,0.042,-3.3,-0.2
1232,2016,13.0,PHO,Georgios Papagiannis,,1,6,26,6,5,0,0.75,0.0,0.0,4.3,1.0,0.8,0.0,0.0,0.067,-7.9,0.0
1233,2016,14.0,CHI,Denzel Valentine,Michigan State University,1,38,526,149,73,34,0.353,0.33299999999999996,0.7,13.8,3.9,1.9,0.9,0.2,0.013999999999999999,-3.3,-0.2
1234,2016,15.0,DEN,Juan Hernangomez,,1,46,564,198,127,20,0.461,0.426,0.722,12.3,4.3,2.8,0.4,1.4,0.11599999999999999,-0.8,0.2
1235,2016,16.0,BOS,Guerschon Yabusele,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1236,2016,17.0,MEM,Wade Baldwin,Vanderbilt University,1,24,309,81,33,49,0.31,0.111,0.8440000000000001,12.9,3.4,1.4,2.0,-0.2,-0.033,-5.6,-0.3
1237,2016,18.0,DET,Henry Ellenson,Marquette University,1,14,56,21,12,4,0.348,0.28600000000000003,1.0,4.0,1.5,0.9,0.3,-0.1,-0.063,-7.6,-0.1
1238,2016,19.0,DEN,Malik Beasley,Florida State University,1,18,88,48,7,6,0.419,0.353,0.75,4.9,2.7,0.4,0.3,0.1,0.052000000000000005,-5.1,-0.1
1239,2016,20.0,IND,Caris LeVert,University of Michigan,1,37,763,270,106,72,0.43799999999999994,0.301,0.69,20.6,7.3,2.9,1.9,0.8,0.049,-1.4,0.1
1240,2016,21.0,ATL,DeAndre Bembry,Saint Joseph's University,1,29,286,82,42,20,0.48700000000000004,0.0,0.429,9.9,2.8,1.4,0.7,0.2,0.04,-4.8,-0.2
1241,2016,22.0,CHO,Malachi Richardson,Syracuse University,1,22,198,79,23,11,0.41200000000000003,0.28600000000000003,0.789,9.0,3.6,1.0,0.5,0.1,0.033,-5.7,-0.2
1242,2016,23.0,BOS,Ante Zizic,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1243,2016,24.0,PHI,Timothe Luwawu,,1,50,628,208,81,37,0.382,0.27899999999999997,0.8079999999999999,12.6,4.2,1.6,0.7,-0.1,-0.006999999999999999,-6.3,-0.7
1244,2016,25.0,LAC,Brice Johnson,University of North Carolina,1,1,3,0,2,0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,-0.586,-34.7,0.0
1245,2016,26.0,PHI,Furkan Korkmaz,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1246,2016,27.0,TOR,Pascal Siakam,New Mexico State University,1,49,808,210,168,16,0.503,0.0,0.688,16.5,4.3,3.4,0.3,1.3,0.079,-1.2,0.2
1247,2016,28.0,PHO,Skal Labissiere,University of Kentucky,1,14,140,64,45,4,0.532,0.0,0.8240000000000001,10.0,4.6,3.2,0.3,0.4,0.13699999999999998,-3.2,0.0
1248,2016,29.0,SAS,Dejounte Murray,University of Washington,1,35,280,120,33,42,0.434,0.409,0.7040000000000001,8.0,3.4,0.9,1.2,-0.1,-0.011000000000000001,-5.5,-0.2
1249,2016,30.0,GSW,Damian Jones,Vanderbilt University,1,8,45,11,11,0,0.5710000000000001,0.0,0.5,5.6,1.4,1.4,0.0,0.0,0.027999999999999997,-7.9,-0.1
1252,2016,31.0,BOS,Deyonta Davis,Michigan State University,1,28,190,52,52,2,0.525,0.0,0.556,6.8,1.9,1.9,0.1,0.4,0.10099999999999999,-3.8,-0.1
1253,2016,32.0,LAL,Ivica Zubac,,1,27,380,159,102,16,0.496,0.0,0.633,14.1,5.9,3.8,0.6,0.4,0.055,-3.7,-0.2
1254,2016,33.0,LAC,Cheick Diallo,University of Kansas,1,10,96,41,33,3,0.425,0.0,0.7,9.6,4.1,3.3,0.3,0.2,0.10099999999999999,-4.7,-0.1
1255,2016,34.0,PHO,Tyler Ulis,University of Kentucky,1,43,467,179,36,84,0.428,0.348,0.852,10.9,4.2,0.8,2.0,0.3,0.033,-4.2,-0.3
1256,2016,35.0,BOS,Rade Zagorac,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1257,2016,36.0,MIL,Malcolm Brogdon,University of Virginia,1,62,1603,619,168,253,0.451,0.428,0.8440000000000001,25.9,10.0,2.7,4.1,3.0,0.09,-0.9,0.4
1258,2016,37.0,HOU,Chinanu Onuaku,University of Louisville,1,2,10,6,3,1,1.0,0.0,1.0,5.0,3.0,1.5,0.5,0.1,0.525,12.9,0.0
1259,2016,38.0,MIL,Patrick McCaw,"University of Nevada, Las Vegas",1,53,710,198,68,49,0.442,0.374,0.7140000000000001,13.4,3.7,1.3,0.9,1.2,0.083,-1.6,0.1
1260,2016,39.0,NOP,David Michineau,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1261,2016,40.0,NOP,Diamond Stone,University of Maryland,1,7,24,10,6,0,0.231,0.0,1.0,3.4,1.4,0.9,0.0,-0.1,-0.209,-24.0,-0.1
1262,2016,41.0,ORL,Stephen Zimmerman,"University of Nevada, Las Vegas",1,11,43,12,17,2,0.429,0.0,0.0,3.9,1.1,1.5,0.2,0.0,0.045,-6.3,0.0
1263,2016,42.0,UTA,Isaiah Whitehead,Seton Hall University,1,54,1179,401,131,150,0.39799999999999996,0.327,0.8440000000000001,21.8,7.4,2.4,2.8,-1.0,-0.039,-5.6,-1.1
1264,2016,43.0,HOU,Zhou Qi,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1265,2016,44.0,ATL,Isaia Cordinier,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1266,2016,45.0,BOS,Demetrius Jackson,University of Notre Dame,1,5,17,10,4,3,0.75,1.0,0.5,3.4,2.0,0.8,0.6,0.1,0.387,6.4,0.0
1267,2016,46.0,DAL,A.J. Hammons,Purdue University,1,17,77,24,20,2,0.409,0.667,0.2,4.5,1.4,1.2,0.1,0.0,0.02,-5.5,-0.1
1268,2016,47.0,ORL,Jake Layman,University of Maryland,1,25,155,57,14,7,0.33299999999999996,0.256,0.6920000000000001,6.2,2.3,0.6,0.3,-0.1,-0.019,-6.2,-0.2
1269,2016,48.0,CHI,Paul Zipser,,1,26,422,118,62,12,0.387,0.3,0.778,16.2,4.5,2.4,0.5,0.3,0.031,-4.5,-0.3
1270,2016,49.0,DET,Michael Gbinije,Syracuse University,1,9,32,4,3,2,0.1,0.0,1.0,3.6,0.4,0.3,0.2,-0.1,-0.136,-10.3,-0.1
1271,2016,50.0,IND,Georges Niang,Iowa State University,1,22,90,21,16,5,0.25,0.083,1.0,4.1,1.0,0.7,0.2,-0.3,-0.17800000000000002,-12.1,-0.2
1272,2016,51.0,BOS,Ben Bentil,Providence College,1,3,10,0,2,0,0.0,0.0,0.0,3.3,0.0,0.7,0.0,-0.1,-0.47,-26.7,-0.1
1273,2016,52.0,UTA,Joel Bolomboy,Weber State University,1,9,20,8,10,1,0.6,0.0,0.5,2.2,0.9,1.1,0.1,0.1,0.214,0.3,0.0
1274,2016,53.0,DEN,Petr Cornelie,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1275,2016,54.0,ATL,Kay Felder,Oakland University,1,37,353,147,36,49,0.39399999999999996,0.35,0.711,9.5,4.0,1.0,1.3,0.1,0.015,-5.8,-0.3
1276,2016,55.0,BRK,Marcus Paige,University of North Carolina,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1277,2016,56.0,DEN,Daniel Hamilton,University of Connecticut,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1278,2016,57.0,MEM,Wang Zhelin,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1279,2016,58.0,BOS,Abdel Nader,Iowa State University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1280,2016,59.0,SAC,Isaiah Cousins,University of Oklahoma,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1281,2016,60.0,UTA,Tyrone Wallace,University of California,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
